"Song_Title","Band","Album_Name","Year_of_First_Release","Single","Writers","Track_Number","Song_Duration","Record_Label","Key","Mode","Loudness","Tempo","Acousticness","Danceability","Energy","Instrumentalness","Liveness","Speechiness","Valence","Genres","Styles","Moods","Themes","British_Charts","UK_Debut_Date","UK_Peak_Pos","UK_Chart_Weeks","US_100","US_Debut_Date","US_Peak_Pos","US_Chart_Weeks","Year","AUS","CAN","GER","NLD","NZ","SWE","SWI","Certifications"
"The Duellists","Iron Maiden","Powerslave","1984","No","Steve Harris ","5","06:07","EMI Music Distribution",2,1,-5.317,80.125,0.0112,0.345,0.971,0.249,0.418,0.0465,0.633,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Edge Of Darkness","Iron Maiden","The X Factor","1995","No","Steve Harris, Blaze Bayley, Janick Gers","9","06:37","BMG / Iron Maiden Holdings / Sanctuary",4,0,-8.337,133.443,0.0375,0.376,0.774,0.0138,0.0869,0.0928,0.123,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Educated Fool","Iron Maiden","Virtual XI","1998","No","Steve Harris ","6","06:44","BMG Rights Management / Iron Maiden Holdings / Sanctuary",4,0,-6.01,96.765,0.153,0.358,0.894,0.00202,0.113,0.124,0.244,"Pop/Rock","Heavy Metal","Aggressive, Yearning","Feeling Blue, Loss/Grief, Reflection, Motivation","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"El Dorado","Iron Maiden","The Final Frontier","2010","Yes","Steve Harris, Bruce Dickinson, Adrian Smith","2","06:48","Legacy / Universal Music",9,1,-6.189,154.976,2.93e-05,0.263,0.922,0.00132,0.154,0.0982,0.504,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Empire Of The Clouds","Iron Maiden","The Book of Souls","2015","No","Bruce Dickinson","5","18:01","Parlophone",4,0,-6.15,76.293,0.0165,0.249,0.789,0.00239,0.104,0.0496,0.19,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Evil That Men Do","Iron Maiden","Seventh Son of a Seventh Son","1988","Yes","Steve Harris, Bruce Dickinson, Adrian Smith","4","04:34","EMI Music Distribution",4,0,-4.672,161.738,0.00852,0.255,0.977,2.8e-06,0.0776,0.11,0.31,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","Yes","13 Aug 1988","5","7","No","-","-","-","1988","-","-","-","23","7","-","-","-"
"Face In The Sand","Iron Maiden","Dance of Death","2003","No","Steve Harris, Bruce Dickinson, Adrian Smith","9","06:31","Columbia",4,0,-5.798,101.282,0.000567,0.272,0.971,0.00027,0.0927,0.19,0.214,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Fallen Angel","Iron Maiden","Brave New World","2000","No","Steve Harris, Adrian Smith","7","04:00","Portrait / Sony Music Distribution",4,0,-4.106,103.665,0.00355,0.274,0.985,1.29e-05,0.254,0.175,0.319,"Electronic, Pop/Rock","Club/Dance, Heavy Metal","Aggressive, Boisterous, Lively","Scary Music","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fates Warning","Iron Maiden","No Prayer for the Dying","1990","No","Steve Harris, Dave Murray","5","04:12","Raw Power Records",4,0,-3.986,143.401,0.0246,0.262,0.983,8.02e-06,0.0512,0.262,0.139,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fear Is The Key","Iron Maiden","Fear of the Dark","1992","No","Bruce Dickinson, Janick Gers","4","05:36","Epic",9,0,-4.157,93.88,0.000469,0.359,0.928,0.000732,0.211,0.0475,0.52,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fear Of The Dark","Iron Maiden","Fear of the Dark","1992","Yes","Steve Harris ","3","Fear of the Dark (1992)","Epic",2,0,-5.671,109.825,0.000739,0.308,0.866,0.00141,0.232,0.059,0.227,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","Yes","05.30.92","12","13","-","-","-","-","-","-","-","-","-"
"Flash Of The Blade","Iron Maiden","Powerslave","1984","No","Bruce Dickinson","4","04:02","EMI Music Distribution",7,1,-4.826,110.695,0.00854,0.392,0.963,0.00234,0.228,0.0469,0.653,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Flight Of Icarus","Iron Maiden","Piece of Mind","1983","Yes","Bruce Dickinson, Adrian Smith","3","03:51","Raw Power Records",6,0,-4.829,110.455,0.147,0.368,0.917,0.000121,0.169,0.0772,0.343,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","Yes","23 Apr 1983","11","6","No","-","-","-","-","-","-","-","-","-","-","-","-"
"For The Greater Good Of God","Iron Maiden","A Matter of Life and Death","2006","No","Steve Harris ","8","09:24","Sanctuary",4,0,-5.455,107.743,0.00194,0.316,0.908,0.0578,0.111,0.0779,0.3,"Pop/Rock","British Metal, Heavy Metal","Ironic, Aggressive, Brooding, Confident, Crunchy, Dramatic, Gritty, Gutsy, Rousing, Slick, Street-Smart, Visceral, Fiery, Passionate, Poignant, Provocative, Reflective, Searching, Tense/Anxious, Theatrical, Urgent, Volatile, Wry","Cool & Cocky, Drinking, Empowerment, Freedom, Guys Night Out, Introspection, Reflection, Regret","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fortunes Of War","Iron Maiden","The X Factor","1995","No","Steve Harris ","4","07:23","BMG / Iron Maiden Holdings / Sanctuary",4,0,-9.045,169.954,0.275,0.363,0.624,0.215,0.115,0.0691,0.256,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"From Here To Eternity","Iron Maiden","Fear of the Dark","1992","Yes","Steve Harris ","2","03:38","Epic",9,1,-4.669,154.837,0.00161,0.288,0.942,0.00063,0.139,0.0653,0.498,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","Yes","11 Jul 1992","21","4","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Fugitive","Iron Maiden","Fear of the Dark","1992","No","Steve Harris ","7","04:54","Epic",2,0,-5.261,89.929,0.00514,0.311,0.942,0.00324,0.656,0.0374,0.578,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Futureal","Iron Maiden","Virtual XI","1998","Yes","Steve Harris, Blaze Bayley","1","02:55","BMG Rights Management / Iron Maiden Holdings / Sanctuary",4,0,-3.208,99.785,0.0061,0.398,0.99,0.00292,0.314,0.0841,0.706,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal, Speed/Thrash Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Gangland","Iron Maiden","The Number of the Beast","1982","No","Adrian Smith, Clive Burr","7","03:48","EMI Music Distribution / Metal-Is / Capitol / Sony Music Distribution",2,0,-5.199,123.699,0.0138,0.277,0.939,0.0452,0.0513,0.0716,0.448,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Gates Of Tomorrow","Iron Maiden","Dance of Death","2003","No","Steve Harris, Bruce Dickinson, Janick Gers","6","05:12","Columbia",7,0,-4.532,95.677,0.000443,0.245,0.963,6.2e-05,0.367,0.209,0.336,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Genghis Khan","Iron Maiden","Killers","1981","No","Steve Harris ","5","03:09","EMI Music Distribution",0,1,-7.223,112.897,0.000149,0.291,0.894,0.887,0.11,0.0454,0.557,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Ghost Of The Navigator","Iron Maiden","Brave New World","2000","No","Steve Harris, Bruce Dickinson, Janick Gers","2","06:50","Portrait / Sony Music Distribution",0,1,-4.904,107.992,0.00114,0.282,0.942,2.77e-05,0.0875,0.092,0.36,"Electronic, Pop/Rock","Club/Dance, Heavy Metal","Aggressive, Boisterous, Gloomy, Lively, Yearning","Scary Music","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Great Unknown","Iron Maiden","The Book of Souls","2015","No","Adrian Smith, Steve Harris","3","06:37","Parlophone",2,1,-6.629,92.082,0.0195,0.211,0.897,0.000189,0.108,0.201,0.0702,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hallowed Be Thy Name","Iron Maiden","The Number of the Beast","1982","Yes","Steve Harris ","2","The Number of the Beast (1982)","EMI Music Distribution / Metal-Is / Capitol / Sony Music Distribution",0,1,-6.215,103.981,0.0346,0.313,0.882,0.338,0.45,0.0355,0.3,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Epic, Menacing, Ominous","Halloween, Guys Night Out","Yes","16 Oct 1993","9","3","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Heaven Can Wait","Iron Maiden","Somewhere in Time","1986","No","Steve Harris ","4","07:22","Capitol",7,1,-3.901,107.218,0.0221,0.302,0.982,0.00267,0.104,0.0893,0.476,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hell On Earth","Iron Maiden","Senjutsu","2021","No","Steve Harris ","4","11:19","BMG / Sanctuary",4,0,-6.692,132.65,0.00952,0.298,0.842,0.0299,0.0846,0.0563,0.0628,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hocus Pocus","Iron Maiden","Different World","2006","No","Thijs van Leer, Jan Akkerman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Holy Smoke","Iron Maiden","No Prayer for the Dying","1990","Yes","Steve Harris, Bruce Dickinson","2","03:49","Raw Power Records",2,1,-3.908,165.51,0.022,0.243,0.983,0,0.0451,0.159,0.474,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","Yes","22 Sep 1990","3","4","No","-","-","-","1990","93","-","-","25","25","-","20","-"
"Hooks In You","Iron Maiden","No Prayer for the Dying","1990","No","Bruce Dickinson, Adrian Smith","8","04:08","Raw Power Records",9,1,-5.147,166.677,0.0392,0.186,0.95,2.17e-05,0.288,0.118,0.544,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"I Can't See My Feelings","Iron Maiden","From Here to Eternity","1992","No","Burke Shelley, Tony Bourge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Ides Of March","Iron Maiden","Killers","1981","No","Steve Harris ","1","01:46","EMI Music Distribution",9,1,-6.064,97.328,0.00402,0.296,0.744,0.877,0.121,0.0366,0.333,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"If Eternity Should Fail","Iron Maiden","The Book of Souls","2015","No","Bruce Dickinson","1","08:28","Parlophone",7,1,-6.499,117.931,0.00679,0.291,0.868,0.000413,0.118,0.0611,0.149,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"I Live My Way","Iron Maiden","Man on the Edge","1995","No","Steve Harris, Blaze Bayley, Janick Gers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"I'm A Mover","Iron Maiden","Bring Your Daughter... to the Slaughter","1990","No","Paul Rodgers, Andy Fraser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"I've Got The Fire","Iron Maiden","Flight of Icarus","1983","No","Ronnie Montrose","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Infinite Dreams","Iron Maiden","Seventh Son of a Seventh Son","1988","Yes","Steve Harris ","2","06:09","EMI Music Distribution",4,0,-4.533,78.783,0.0269,0.196,0.962,4.39e-05,0.148,0.0955,0.659,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Innocent Exile","Iron Maiden","Killers","1981","No","Steve Harris ","6","03:54","EMI Music Distribution",0,1,-5.195,101.224,0.00119,0.257,0.937,0.507,0.184,0.0693,0.652,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Invaders","Iron Maiden","The Number of the Beast","1982","No","Steve Harris ","1","03:25","EMI Music Distribution / Metal-Is / Capitol / Sony Music Distribution",4,0,-5.41,111.794,0.0175,0.439,0.937,0.0252,0.496,0.0493,0.684,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Invasion","Iron Maiden","Women in Uniform","1980","No","Steve Harris ","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Iron Maiden","Iron Maiden","Iron Maiden","1980","No","Steve Harris ","4","Iron Maiden (1980)","Capitol",0,1,-4.074,101.559,0.000731,0.322,0.988,0.00411,0.451,0.232,0.277,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Isle Of Avalon","Iron Maiden","The Final Frontier","2010","No","Steve Harris, Adrian Smith","6","09:06","Legacy / Universal Music",9,1,-5.681,150.602,0.0104,0.295,0.93,0.0018,0.174,0.0553,0.065,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Journeyman","Iron Maiden","Dance of Death","2003","No","Steve Harris, Bruce Dickinson, Adrian Smith","5","Dance of Death (2003)","Columbia",9,0,-7.963,198.146,0.183,0.188,0.628,0.00474,0.153,0.0353,0.308,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Juanita","Iron Maiden","Stranger in a Strange Land","1986","No","Steve Barnacle, Derek O'Neil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Speed/Thrash Metal",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Judas Be My Guide","Iron Maiden","Fear of the Dark","1992","No","Bruce Dickinson, Dave Murray","10","03:09","Epic",2,0,-3.612,81.286,0.000145,0.261,0.957,7.91e-06,0.0597,0.0573,0.51,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Judgement Day","Iron Maiden","Man on the Edge","1995","No","Blaze Bayley, Janick Gers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Judgement Of Heaven","Iron Maiden","The X Factor","1995","No","Steve Harris ","7","05:10","BMG / Iron Maiden Holdings / Sanctuary",4,1,-7.106,176.558,0.00412,0.328,0.949,0.00486,0.0932,0.0661,0.462,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Justice Of The Peace","Iron Maiden","Man on the Edge","1995","No","Steve Harris, Dave Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Kill Me Ce Soir","Iron Maiden","Holy Smoke","1990","No","George Kooymans, Barry Hay, John Fenton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Killers","Iron Maiden","Killers","1981","No","Steve Harris, Paul Di'Anno",NA,NA,"EMI Music Distribution",9,1,-5.333,83.739,0.00547,0.219,0.939,0.00149,0.0529,0.0935,0.395,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","Yes","06.06.81","78","23","-","-","-","-","-","-","-","-","-"
"King Of Twilight","Iron Maiden","Aces High","1984","No","Roye Albrighton, Derek Moore, Ron Howden, Allan Freeman, Mick Brockett","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Hard Rock",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Legacy","Iron Maiden","A Matter of Life and Death","2006","No","Steve Harris, Janick Gers","10","09:22","Sanctuary",2,0,-5.839,148.276,0.0471,0.328,0.928,0.000681,0.179,0.131,0.15,"Pop/Rock","British Metal, Heavy Metal","Brooding, Confident, Dramatic, Gutsy, Slick, Fiery, Gloomy, Melancholy, Ominous, Poignant, Provocative, Reflective, Searching, Sentimental, Theatrical","Empowerment, Freedom, Guys Night Out, Introspection, Reflection, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
